,Merge DB Node ID,Merged Nodes Old ID list,label
11431,11431,[14813],drink (flavored; water-based; energy reduced)
11432,11432,[14815],coffee (instant; dried dairy product added)
11433,11433,[14816],pollock mashed scallop-flavored
11434,11434,[14817],imitation fruit preserve or jam food product
11435,11435,[14818],skipjack trevally
11436,11436,[14819],bran food product
11437,11437,[14820],chain pickerel
11438,11438,[14821],13550 - lesser galangal roots (efsa foodex2)
11439,11439,[14822],rock cornish fowl meat food product
11440,11440,[14823],washed curd cheese
11441,11441,[14825],Pan dulce
11442,11442,[14826],animal based salad food product
11443,11443,[14827],milk-derivative-based preparations (desserts and similar products) with no added sugar
11444,11444,[14828],25590 - octopus; musky (efsa foodex2)
11445,11445,[14829],13810 - marjoram fruit (efsa foodex2)
11446,11446,[14831],fish tail (raw)
11447,11447,[14832],spaghetti (vegetable)
11448,11448,[14834],22870 - sturgeons; paddlefishes (efsa foodex2)
11449,11449,[14835],Miang
11450,11450,[14836],43880 - tamarind flavour (efsa foodex2)
11451,11451,[14837],food filtration process
11452,11452,[14838],leguminous vegetable food product
11453,11453,[14839],wine beverage (less than 7% alcohol)
11454,11454,[14840],coating enamel
11455,11455,[14841],tater tot
11456,11456,[14842],03110 - mixed cereal rolled grains (efsa foodex2)
11457,11457,[14843],black plum plant
11458,11458,[14844],mountain yam
11459,11459,[14845],whole animal; with skin; feathers or scales; not eviscerated
11460,11460,[14846],chocolate cream cake mix
11461,11461,[14847],protein bread
11462,11462,[14848],19670 - turkey fresh meat (efsa foodex2)
11463,11463,[14850],09720 - eddoe taros (efsa foodex2)
11464,11464,[14851],mum-khai-pla
11465,11465,[14852],glass stopper
11466,11466,[14853],blue crabmeat
11467,11467,[14854],flatbread wrap
11468,11468,[14855],00950 - cereal and cereal-like flours not separately listed (efsa foodex2)
11469,11469,[14856],cream pie filling
11470,11470,[14857],39830 - rice and vegetables meal (efsa foodex2)
11471,11471,[14858],02630 - cream cheese cake (efsa foodex2)
11472,11472,[14863],zinc added
11473,11473,[14865],09700 - taros (efsa foodex2)
11474,11474,[14869],cuckoo ray
11475,11475,[14870],059  miscellaneaous secondary food commodities of plant origin (sm) (ccpr)
11476,11476,[14872],apricot marmalade
11477,11477,[14873],24160 - bonito; eastern pacific (efsa foodex2)
11478,11478,[14875],marsh marigold plant
11479,11479,[14876],35600 - yarrow infusion leaves (efsa foodex2)
11480,11480,[14879],packed in fat or oil
11481,11481,[14880],johnnycake
11482,11482,[14881],01940 - glass noodle (efsa foodex2)
11483,11483,[14882],sauger pike (raw)
11484,11484,[14883],15900 - serviceberries (efsa foodex2)
11485,11485,[14886],10006219 - pasta/noodles variety packs (gs1 gpc)
11486,11486,[14887],apple cider (alcoholic)
11487,11487,[14888],ova (hen)
11488,11488,[14889],37600 - follow-on formulae (efsa foodex2)
11489,11489,[14890],south african pilchard
11490,11490,[14891],sweatbread food product
11491,11491,[14892],egg free claim or use
11492,11492,[14893],rambutan tree
11493,11493,[14896],32110 - juice; beetroot (efsa foodex2)
11494,11494,[14898],vegetable marrow plant
11495,11495,[14899],shrimp cocktail sauce
11496,11496,[14900],20660 - poultry edible offal; non-muscle; other than liver and kidney (efsa foodex2)
11497,11497,[14901],damson plum jam (food product)
11498,11498,[14902],beef pattie sandwich (cooked; frozen)
11499,11499,[14903],lemon juice concentrate
11500,11500,[14904],19930 - sheep fat tissue (efsa foodex2)
11501,11501,[14905],chola guitarfish
11502,11502,[14906],pastille artificially fruit-flavored dietetic
11503,11503,[14907],brewers mash
11504,11504,[14908],26090 - earthworms (including species only consumed outside eu) (efsa foodex2)
11505,11505,[14910],vimba bream
11506,11506,[14912],vegetable-based dessert with no added sugar
11507,11507,[14914],11120 - horse gram (dry seeds) (efsa foodex2)
11508,11508,[14915],carcharodon
11509,11509,[14920],laminated paper-aluminium-plastic wrapper
11510,11510,[14922],guarana seed paste
11511,11511,[14923],preservation by adding spices or extracts
11512,11512,[14924],jug or demijohn
11513,11513,[14925],grease proof paper container
11514,11514,[14926],07060 - baby corn (efsa foodex2)
11515,11515,[14928],sauerkraut in wine
11516,11516,[14930],glass container; metal lid
11517,11517,[14931],coffee with chicory (roasted; ground)
11518,11518,[14933],03430 - processed oat-based flakes (efsa foodex2)
11519,11519,[14934],lesser galangal plant
11520,11520,[14935],port wine
11521,11521,[14937],37730 - ready-to-eat fish-based meal for children (efsa foodex2)
11522,11522,[14939],is about
11523,11523,[14940],raclette (dish)
11524,11524,[14941],cornflower plant
11525,11525,[14942],tarovine plant
11526,11526,[14944],chinese alligator
11527,11527,[14946],omphalea plant
11528,11528,[14947],tableted food product
11529,11529,[14949],golden oyster mushroom
11530,11530,[14950],caribou meat (raw)
11531,11531,[14951],natal spiny lobster
11532,11532,[14952],black cherry yogurt
11533,11533,[14953],hard grating cheese blend (grated)
11534,11534,[14955],sukiyaki vegetables (raw)
11535,11535,[14957],fruitcake mix
11536,11536,[14958],norwegian-style maine sardine canned
11537,11537,[14959],northern minke whale
11538,11538,[14960],southern flounder
11539,11539,[14965],20310 - animal kidney (efsa foodex2)
11540,11540,[14966],fig bar cookie
11541,11541,[14967],seasoning mix
11542,11542,[14970],obsolete: yeast cake food product
11543,11543,[14971],semiarid climatic zone
11544,11544,[14972],lemon soda
11545,11545,[14975],grain based alcoholic beverage
11546,11546,[14977],nattō
11547,11547,[14979],ficus spp. plant
11548,11548,[14980],strychnos plant
11549,11549,[14982],street vendor prepared and/or sold
11550,11550,[14984],edible canna plant
11551,11551,[14986],14740 - crab apples (efsa foodex2)
11552,11552,[14987],milk chocolate with rice crispies
11553,11553,[14990],fruiting body
11554,11554,[14991],19260 - pig fresh meat (efsa foodex2)
11555,11555,[14992],32840 - fruit soft drink; gooseberry (efsa foodex2)
11556,11556,[14993],topping mixes
11557,11557,[14994],pound cake
11558,11558,[14996],panela
11559,11559,[14997],cream based liquor (unstandardized)
11560,11560,[14998],ice-cream sauce; not including chocolate
11561,11561,[14999],pineapple jelly mint-flavored artificially colored
11562,11562,[15000],shallow frying process
11563,11563,[15001],25220 - squillids (efsa foodex2)
11564,11564,[15002],10000617 - sauces/spreads/dips/condiments variety packs (gs1 gpc)
11565,11565,[15003],preservation by adding antibiotics
11566,11566,[15004],32630 - unbottled water (efsa foodex2)
11567,11567,[15005],20630 - deer edible offal; non-muscle; other than liver and kidney (efsa foodex2)
11568,11568,[15007],cotton seed food product
11569,11569,[15008],10000608 - fats edible variety packs (gs1 gpc)
11570,11570,[15010],okara
11571,11571,[15012],unpasteurized milk beverage
11572,11572,[15014],jelly roll
11573,11573,[15015],36070 - mullein infusion flowers (efsa foodex2)
11574,11574,[15018],beer wort food product
11575,11575,[15020],limequat
11576,11576,[15021],50261400 - beans (with pods) (gs1 gpc)
11577,11577,[15022],orange beverage syrup
11578,11578,[15024],fermented bean product
11579,11579,[15027],alfalfa vegetable food product
11580,11580,[15028],golden thistle plant
11581,11581,[15031],honey glucose (crystalline)
11582,11582,[15032],seaweed meal
11583,11583,[15033],food (pickled)
11584,11584,[15034],dewberry (whole; raw)
11585,11585,[15035],05070 - mung bean sprouts (efsa foodex2)
11586,11586,[15036],15080 - nectarines (efsa foodex2)
11587,11587,[15040],21090 - cured seasoned pork meat (efsa foodex2)
11588,11588,[15042],wonton (filled)
11589,11589,[15043],papaya juice (canned)
11590,11590,[15044],chocolate cake mix
11591,11591,[15045],07290 - burnet saxifrage roots (efsa foodex2)
11592,11592,[15047],28350 - cheese; nagelkaas (efsa foodex2)
11593,11593,[15048],tropical dry climatic zone
11594,11594,[15049],tarragon leaf (fresh)
11595,11595,[15050],naranjilla beverage base
11596,11596,[15052],sapodilla plant
11597,11597,[15053],orange-flavored beverage syrup
11598,11598,[15055],vegetable fat food product
11599,11599,[15056],common shrimp
11600,11600,[15059],bourbon whiskey
11601,11601,[15060],wheat and soy bread
11602,11602,[15061],43570 - raffaello flavour (efsa foodex2)
11603,11603,[15062],beefalo
11604,11604,[15063],tuna scrape
11605,11605,[15064],36620 - materials for infusions or hot drinks of miscellaneous origin (efsa foodex2)
11606,11606,[15065],corn sugar
11607,11607,[15068],grayling
11608,11608,[15072],Colorado pinyon pine nut food product
11609,11609,[15073],imitation lemon-flavored cookie
11610,11610,[15076],pineapple tidbits (canned)
11611,11611,[15077],fruit puree
11612,11612,[15078],fruit enamel (f-enamel)
11613,11613,[15079],queensland school mackerel
11614,11614,[15080],estuarine crocodile
11615,11615,[15082],24040 - sardinella or oil sardine (efsa foodex2)
11616,11616,[15083],onion and lox mixture (precooked; frozen)
11617,11617,[15085],rooibos tea (dry)
11618,11618,[15088],drum (container)
11619,11619,[15089],beverage can enamel; carbonated soft drink
11620,11620,[15090],plastic shrink-pack
11621,11621,[15091],carbamide-formaldehyde container
11622,11622,[15093],18730 - canned or jarred table grape (efsa foodex2)
11623,11623,[15094],31270 - horse tallow (efsa foodex2)
11624,11624,[15095],red bush apple plant
11625,11625,[15096],chicken with rice soup (instant)
11626,11626,[15097],juan fernandez rock lobster
11627,11627,[15098],salmon oil
11628,11628,[15099],rice oil
11629,11629,[15101],07  pulses; seeds; kernels; nuts and products (eurocode2)
11630,11630,[15102],kale leaf (raw)
11631,11631,[15103],muskmallow plant
11632,11632,[15105],green oyster
11633,11633,[15106],longsnout catfish
11634,11634,[15107],ale
11635,11635,[15108],tripe lamb
11636,11636,[15109],naranjilla juice drink
11637,11637,[15111],almond macaroon
11638,11638,[15114],spotted tunny
11639,11639,[15115],cheese pizza (cooked)
11640,11640,[15117],chili bean tamale (food product)
11641,11641,[15118],jellied mint sauce
11642,11642,[15120],wheat and milk infant cereal (iron-fortified)
11643,11643,[15121],02240 - laminated doughs (efsa foodex2)
11644,11644,[15125],25190 - krill; planktonic crustaceans (efsa foodex2)
11645,11645,[15127],beverage with added fruit juice
11646,11646,[15128],swiftlet
11647,11647,[15129],eel in savoury jelly
11648,11648,[15130],chocolate syrup canned
11649,11649,[15133],tranche grasse
11650,11650,[15134],10220 - legumes fresh seeds (beans; peas etc.) (efsa foodex2)
11651,11651,[15138],cattle sandwich
11652,11652,[15140],whey based formula food product
11653,11653,[15142],19770 - pheasant fresh meat (efsa foodex2)
11654,11654,[15143],10590 - white lupin (without pods) (efsa foodex2)
11655,11655,[15145],spanish peanut (whole; roasted)
11656,11656,[15147],21990 - animal meat dried (efsa foodex2)
11657,11657,[15148],Red Delicious apple
11658,11658,[15150],bologna genoa
11659,11659,[15151],indian fig plant
11660,11660,[15152],08  sugar products; excluding chocolate (efg)
11661,11661,[15154],34850 - echinacea infusion leaves (efsa foodex2)
11662,11662,[15156],plastic squeeze bottle or tube; unlined top
11663,11663,[15157],CCFAC confectionary
11664,11664,[15158],obsolete: coffee (decaffeinated)
11665,11665,[15159],egg salad sandwich
11666,11666,[15160],soybean meal
11667,11667,[15162],30970 - olive pomace oil (efsa foodex2)
11668,11668,[15165],toothed rock crab
11669,11669,[15167],hybrid rice plant
11670,11670,[15168],mushroom quiche
11671,11671,[15170],yellow field pea plant
11672,11672,[15171],gethsemane tea (dry)
11673,11673,[15172],spiny-tail skate
11674,11674,[15173],27390 - skyr (efsa foodex2)
11675,11675,[15174],tropical or subtropical fruit - edible peel plant
11676,11676,[15177],27990 - cheese; bica (efsa foodex2)
11677,11677,[15178],hammerhead shark
11678,11678,[15180],citrus oil
11679,11679,[15181],propyonate cellulose film
11680,11680,[15183],ham cheddarton dinner
11681,11681,[15184],zebra dairy food product
11682,11682,[15187],diluted citrus fruit beverage
11683,11683,[15188],occurrent
11684,11684,[15194],glass container; tin-plated steel lid
11685,11685,[15195],konjacu powder
11686,11686,[15197],illipe butter
11687,11687,[15199],oil grill
11688,11688,[15202],norway haddock
11689,11689,[15203],rhyncharrhena plant
11690,11690,[15204],water buffalo milk beverage
11691,11691,[15205],35160 - lemon verbena infusion leaves (efsa foodex2)
11692,11692,[15206],26960 - yoghurt; cow milk; flavoured (efsa foodex2)
11693,11693,[15207],saltbush plant
11694,11694,[15208],39900 - grains soup; dry (efsa foodex2)
11695,11695,[15209],chicken vegetable soup
11696,11696,[15210],canadian sardine (raw)
11697,11697,[15211],dendritic salt
11698,11698,[15217],cereal containing fat
11699,11699,[15218],38750 - cheese omelette (efsa foodex2)
11700,11700,[15219],salt pork meat food product
11701,11701,[15221],26610 - gayal milk (efsa foodex2)
11702,11702,[15222],50182100 - biscuits/cookies (gs1 gpc)
11703,11703,[15224],dietary supplement; fibre
11704,11704,[15225],cereal flour
11705,11705,[15226],white grapefruit
11706,11706,[15227],specialty sauce
11707,11707,[15228],fenugreek milkcap
11708,11708,[15230],red deer
11709,11709,[15231],fruit peel food product
11710,11710,[15233],sea buckthorn berry
11711,11711,[15234],20320 - mammals kidney (efsa foodex2)
11712,11712,[15236],43010 - lemon flavour (efsa foodex2)
11713,11713,[15237],rice wine vinegar (food product)
11714,11714,[15238],10005823 - meat substitutes  (frozen) (gs1 gpc)
11715,11715,[15240],magic mushroom
11716,11716,[15241],20270 - duck liver (efsa foodex2)
11717,11717,[15243],18450 - citrus fruit peel (efsa foodex2)
11718,11718,[15244],hog plum plant
11719,11719,[15246],36030 - larkspur infusion flowers (efsa foodex2)
11720,11720,[15251],00330 - indian corn grain (efsa foodex2)
11721,11721,[15253],indian jujube plant
11722,11722,[15254],baltic sprat
11723,11723,[15255],low sodium claim or use
11724,11724,[15256],avian egg food product
11725,11725,[15257],10000594 - non alcoholic beverages variety packs - ready to drink (gs1 gpc)
11726,11726,[15260],artificial fruit flavoring added
11727,11727,[15261],st. george's mushroom
11728,11728,[15262],bowenia plant
11729,11729,[15263],06120 - stink beans (with pods) (efsa foodex2)
11730,11730,[15265],salad sauce
11731,11731,[15267],fish flesh (gill area; raw)
11732,11732,[15269],gelatin drink (instant)
11733,11733,[15270],pareve claim or use
11734,11734,[15272],teething biscuit
11735,11735,[15278],diabetic chocolate
11736,11736,[15284],18390 - fruit compote; sweet cherry (efsa foodex2)
11737,11737,[15285],buffalo burger
11738,11738,[15288],peach jam
11739,11739,[15289],solid containing very small particles (<1 mm.)
11740,11740,[15293],blue plum (canned)
11741,11741,[15296],cream of lobster soup
11742,11742,[15297],40240 - greek salad (efsa foodex2)
11743,11743,[15298],chia seed bread
11744,11744,[15300],glass container; uncoloured; covered/protected
11745,11745,[15302],tropical climatic zone
11746,11746,[15303],chewy candy
11747,11747,[15305],food storage with refrigerating agent process
11748,11748,[15306],colour adjunct (codex)
11749,11749,[15307],grass goby
11750,11750,[15309],distiller's mash
11751,11751,[15310],twintip plant
11752,11752,[15311],dietary food supplement; liquid
11753,11753,[15312],dessert made from curd cheese
11754,11754,[15316],19550 - wild boar; minced meat (efsa foodex2)
11755,11755,[15319],40640 - indian spice mixes and similar (other than curry powder) (efsa foodex2)
11756,11756,[15321],asparagus packed in glass containers or fully lined cans
11757,11757,[15322],ceramic or earthenware crock or jar
11758,11758,[15323],lagoon goby
11759,11759,[15326],juice candy (powdered; in plastic bottle)
11760,11760,[15327],cytophagia
11761,11761,[15328],lactic acid fermentation process
11762,11762,[15331],camel milk beverage
11763,11763,[15332],20670 - chicken edible offal; non-muscle; other than liver and kidney (efsa foodex2)
11764,11764,[15335],processed in stainless steel container
11765,11765,[15336],topping (whipped; vegetable oil)
11766,11766,[15342],21510 - preserved or partly preserved sausages (efsa foodex2)
11767,11767,[15344],safflower oil
11768,11768,[15345],goolwa donax
11769,11769,[15346],41000 - bechamel sauce (efsa foodex2)
11770,11770,[15347],buttermilk ranch salad dressing
11771,11771,[15348],corinth grape plant
11772,11772,[15350],40730 - stock cubes or granulate; meat (efsa foodex2)
11773,11773,[15354],plant used for dietary supplements
11774,11774,[15355],pacific oyster (raw)
11775,11775,[15356],fresh or processed egg (eurofir)
11776,11776,[15357],common hazel plant
11777,11777,[15358],food (liquid; high viscosity; with no visible particles)
11778,11778,[15359],oatmeal and raspberry soft snack cookie
11779,11779,[15361],asparagus vegetable food product
11780,11780,[15364],07460 - scorzonera (efsa foodex2)
11781,11781,[15365],lookdown dory
11782,11782,[15366],blueberry preserve
11783,11783,[15367],00840 - spelt flour (efsa foodex2)
11784,11784,[15371],pineapple and grapefruit juice drink (canned; diluted)
11785,11785,[15373],10000621 - sweet spreads variety packs (gs1 gpc)
11786,11786,[15374],12330 - tucum seeds (efsa foodex2)
11787,11787,[15375],hairy sponge crab
11788,11788,[15377],banana-flavored syrup
11789,11789,[15378],ice; edible
11790,11790,[15380],pork rind (fried)
11791,11791,[15381],japanese green tea (dry)
11792,11792,[15382],brown sauce mix
11793,11793,[15383],12620 - balm leaves; dry (efsa foodex2)
11794,11794,[15384],33220 - functional drinks (efsa foodex2)
11795,11795,[15386],flax lily plant
11796,11796,[15387],fatty foods
11797,11797,[15388],34380 - coffee beverage-preparation; powder (efsa foodex2)
11798,11798,[15390],43190 - melon flavour (efsa foodex2)
11799,11799,[15391],tucum plant
11800,11800,[15392],chile cocopalm plant
11801,11801,[15396],common guitarfish
11802,11802,[15397],obsolete: bulb
11803,11803,[15399],reduced {name of nutrient} nutrition claim
11804,11804,[15400],peanut sauce
11805,11805,[15402],chicken-flavored noodle soup
11806,11806,[15403],16930 - surinam cherries (efsa foodex2)
11807,11807,[15404],chinese red date plant
11808,11808,[15406],03050 - lebkuchen (efsa foodex2)
11809,11809,[15407],38030 - nutritionally complete formulae (efsa foodex2)
11810,11810,[15408],drink milk-derivative-based (energy reduced)
11811,11811,[15411],42050 - blackcurrant flavour (efsa foodex2)
11812,11812,[15412],horse mackerel (raw)
11813,11813,[15413],02320 - pre-mixes (dry) for baked products (efsa foodex2)
11814,11814,[15414],14590 - clementines (efsa foodex2)
11815,11815,[15416],rock lobster soup (food product)
11816,11816,[15419],33620 - raisin wine (efsa foodex2)
11817,11817,[15421],intestine
11818,11818,[15422],24550 - sharks (efsa foodex2)
11819,11819,[15423],carrot junior food
11820,11820,[15425],golden oriental grapefruit
11821,11821,[15426],cherry preserve or jam food product
11822,11822,[15428],ice cream biscuit
11823,11823,[15430],04320 - garland chrysanthemums leaves (efsa foodex2)
11824,11824,[15431],15650 - southern blueberry (efsa foodex2)
11825,11825,[15433],shortfin corvina
11826,11826,[15434],chicken noodle soup mix
11827,11827,[15437],24010 - herrings; sardines; anchovies (efsa foodex2)
11828,11828,[15438],30490 - candies (soft and hard) (efsa foodex2)
11829,11829,[15442],26190 - dried fish (efsa foodex2)
11830,11830,[15444],steak and kidney pie filling
11831,11831,[15445],zuwai crab (raw)
11832,11832,[15446],horse
11833,11833,[15447],17990 - dried dates (efsa foodex2)
11834,11834,[15448],16010 - red crowberries (efsa foodex2)
11835,11835,[15449],lemon beverage
11836,11836,[15450],fish; tetraodontiform
11837,11837,[15451],fruit melange in cognac
11838,11838,[15453],34000 - milk liqueur (efsa foodex2)
11839,11839,[15454],horse as consumer
11840,11840,[15455],beet sugar liquor
11841,11841,[15456],beetle larva
11842,11842,[15457],liquid freezant (codex)
11843,11843,[15459],cheese leidse
11844,11844,[15460],kanadi kingfish
11845,11845,[15461],40440 - snacks other than chips and similar (efsa foodex2)
11846,11846,[15463],blessed thistle plant
11847,11847,[15464],yellow brain fungus
11848,11848,[15467],parrot
11849,11849,[15469],34090 - robusta coffee beans (efsa foodex2)
11850,11850,[15471],chinese swamp cabbage plant
11851,11851,[15472],multi-component honey product
11852,11852,[15473],bastard trumpeter
11853,11853,[15474],sugar maple cake mix
11854,11854,[15475],Granny Smith apple
11855,11855,[15476],44900 - phosphorus (efsa foodex2)
11856,11856,[15477],packed in gravy or sauce
11857,11857,[15478],banteng
11858,11858,[15480],florida pompano
11859,11859,[15482],37550 - infant formulae; liquid (efsa foodex2)
11860,11860,[15484],frosting or filling (frozen)
11861,11861,[15485],01130 - cereal germ (efsa foodex2)
11862,11862,[15486],alpine sweetvetch plant
11863,11863,[15488],food (fermented)
11864,11864,[15489],lemon grass plant
11865,11865,[15491],mitsumame (packed in plastic)
11866,11866,[15493],45220 - other edible ingredients from animal and plant commodities (efsa foodex2)
11867,11867,[15495],multivitamin food supplement; chewable
11868,11868,[15496],01980 - raw doughs and pre-mixes (efsa foodex2)
11869,11869,[15498],codfish and chips
11870,11870,[15499],thiamin mononitrate
11871,11871,[15500],30120 - honey; monofloral (efsa foodex2)
11872,11872,[15501],slime head (raw)
11873,11873,[15505],chicory vegetable food product
11874,11874,[15506],atlantic calico scallop
11875,11875,[15507],06500 - sweet peppers (efsa foodex2)
11876,11876,[15508],pork tenderloin (raw)
11877,11877,[15512],european bison
11878,11878,[15513],mollusc shell; food contact surface
11879,11879,[15516],pot marjoram plant
11880,11880,[15517],sleeper shark
11881,11881,[15520],sticky nightshade
11882,11882,[15521],pudding tapioca
11883,11883,[15522],28690 - cheese; cacio di fossa (efsa foodex2)
11884,11884,[15523],european whiting
11885,11885,[15524],36460 - mexican valerian infusion roots (efsa foodex2)
11886,11886,[15525],sugar maple sweetener food product
11887,11887,[15529],dispersing agent (codex)
11888,11888,[15530],west african pebber plant
11889,11889,[15532],vegetable in butter sauce (canned)
11890,11890,[15533],spare cheese
11891,11891,[15534],poo nih tea (dry)
11892,11892,[15535],38870 - potatoes and cheese meal (efsa foodex2)
11893,11893,[15538],peanut tree
11894,11894,[15539],textile or fabric
11895,11895,[15540],20610 - asses-mules-hinnies edible offal; non-muscle; other than liver and kidney (efsa foodex2)
11896,11896,[15542],deepbody thread herring
11897,11897,[15543],19590 - dog meat (efsa foodex2)
11898,11898,[15544],apple jam
11899,11899,[15545],beebalm plant
11900,11900,[15548],turkey meat food product
11901,11901,[15550],38550 - meat loaf with cheese; vegetables or other (efsa foodex2)
11902,11902,[15551],41700 - tapioca starch (efsa foodex2)
11903,11903,[15552],43240 - mocca flavour (efsa foodex2)
11904,11904,[15554],tataki
11905,11905,[15555],21530 - mettwurst-type sausage (efsa foodex2)
11906,11906,[15556],coffee substitute (made from fruit and vegetable peels)
11907,11907,[15557],orange sherbet base
11908,11908,[15558],18210 - jam; oranges (efsa foodex2)
11909,11909,[15559],05170 - fenugreek sprouts (efsa foodex2)
11910,11910,[15560],26300 - canned anchovies (efsa foodex2)
11911,11911,[15561],apple preserve or jam food product
11912,11912,[15564],finettes cheese
11913,11913,[15565],06620 - thorn apples (efsa foodex2)
11914,11914,[15566],sour cream for butter making
11915,11915,[15567],fish; salmoniform
11916,11916,[15570],black vinegar chinese
11917,11917,[15571],sweetener-related claim or use
11918,11918,[15572],coffee drink (canned)
11919,11919,[15573],low-temperature-long-time (ltlt) pasteurization
11920,11920,[15574],04040 - plantain leaves (efsa foodex2)
11921,11921,[15575],meat goulash
11922,11922,[15576],supplemental formulation (us cfr)
11923,11923,[15579],50121500 - fish - unprepared/unprocessed (gs1 gpc)
11924,11924,[15580],soybean-koji
11925,11925,[15581],33750 - mixtures of beer with other alcoholic drinks (efsa foodex2)
11926,11926,[15582],cranberry catsup (food product)
11927,11927,[15583],immaterial entity
11928,11928,[15584],rice milk beverage (food product)
11929,11929,[15585],yellow pond lily plant
11930,11930,[15586],corn enamel (c-enamel)
11931,11931,[15587],food allergen labelling about peanuts and products thereof
11932,11932,[15589],mackerel scad
11933,11933,[15591],culinary fat
11934,11934,[15592],29200 - firm-ripened bloomy (white mould) or washed rind cheese (efsa foodex2)
11935,11935,[15594],dilly bread
11936,11936,[15596],cheese analog; processed
11937,11937,[15597],tangerine jelly
11938,11938,[15598],chocolate-flavored coating for ice cream bar
11939,11939,[15600],coffee with chicory (instant)
11940,11940,[15602],rum coconut pattie candy (food product)
11941,11941,[15603],sausage meat
11942,11942,[15604],buttercrunch candy
11943,11943,[15605],04960 - portuguese kales (efsa foodex2)
11944,11944,[15607],new zealand rock oyster
11945,11945,[15608],romano cheese (pecorino-style)
11946,11946,[15610],blue swimmer crab (raw)
11947,11947,[15611],pepino plant
11948,11948,[15612],soya bread
11949,11949,[15613],apple drink mix (artificially flavored)
11950,11950,[15614],kava beer (food product)
11951,11951,[15615],salmon substitute
11952,11952,[15616],lime drink mix
11953,11953,[15618],peach puree
11954,11954,[15619],phaseolus vulgaris plant
11955,11955,[15620],38920 - french fries from dough (efsa foodex2)
11956,11956,[15624],wheat offal meal
11957,11957,[15625],cocktail peanut (whole; coated; roasted)
11958,11958,[15626],19960 - horse; fresh fat tissue (efsa foodex2)
11959,11959,[15631],crambe plant
11960,11960,[15633],seasoning; powdered
11961,11961,[15636],noncarbonated beverage (less than 10% fruit juice)
11962,11962,[15637],feverfew plant
11963,11963,[15639],seafood sandwich
11964,11964,[15640],salt-brackish water bass
11965,11965,[15641],pabda fish
11966,11966,[15642],tin solder
11967,11967,[15645],28470 - cheese; saint nectaire (efsa foodex2)
11968,11968,[15646],22290 - roho labeo (efsa foodex2)
11969,11969,[15647],kola nut pod (whole; raw)
11970,11970,[15648],celery flakes
11971,11971,[15649],biscuit (hard) food product
11972,11972,[15652],steinpilz
11973,11973,[15653],15730 - bearberries (efsa foodex2)
11974,11974,[15657],bigeye grunt
11975,11975,[15661],lime preserves
11976,11976,[15662],26450 - dried shrimps and prawns (efsa foodex2)
11977,11977,[15664],plant derived fermented beverage
11978,11978,[15665],india sardine (raw)
11979,11979,[15666],sour cream dressing
11980,11980,[15668],atlantic cutlassfish
11981,11981,[15669],27690 - soft-ripened cheese with bloomy rind (white mould) (brie; camembert type) (efsa foodex2)
11982,11982,[15672],yellownut plant
11983,11983,[15677],paper-paper combination
11984,11984,[15681],peanut butter with rose hips
11985,11985,[15683],phaseolus vulgaris; edible pod cultivar (plant)
11986,11986,[15685],coconut custard
11987,11987,[15686],catjang plant
11988,11988,[15687],salt-rising bread starter (food product)
11989,11989,[15692],minarine
11990,11990,[15693],strawberry jam (canned)
11991,11991,[15694],bitterblad
11992,11992,[15695],16620 - ambarellas (efsa foodex2)
11993,11993,[15697],fruit preparation (energy reduced)
11994,11994,[15698],wiesbadner tartlet
11995,11995,[15699],cod roe fully preserved
11996,11996,[15700],european sea bass
11997,11997,[15702],milk pudding
11998,11998,[15703],has consumer
11999,11999,[15705],10250 - black eyed peas (without pods) (efsa foodex2)
12000,12000,[15706],milk based gravy or sauce food product
12001,12001,[15708],quenelle
12002,12002,[15709],aluminum
12003,12003,[15710],winter flounder (raw)
12004,12004,[15711],food reheating in pan or cooking utensil
12005,12005,[15712],41930 - bacon flavour (efsa foodex2)
12006,12006,[15714],chinese rhubarb plant
12007,12007,[15717],king crab family
12008,12008,[15719],yacon plant
12009,12009,[15720],unpurified or unrefined claim or use
12010,12010,[15721],envelope
12011,12011,[15722],41950 - banana flavour (efsa foodex2)
12012,12012,[15723],cookie; peanut butter
12013,12013,[15727],shoyu chicken sauce
12014,12014,[15728],tsukudani
12015,12015,[15730],alcohol content 3.1-5%
12016,12016,[15731],turkey sausage
12017,12017,[15732],fadogia plant
12018,12018,[15734],roasted almond oil
12019,12019,[15735],no artificial colors claim or use
12020,12020,[15736],42490 - cranberry flavour (efsa foodex2)
12021,12021,[15737],16510 - chinese black olives (efsa foodex2)
12022,12022,[15738],food bleaching process
12023,12023,[15740],food additive classification; european community
12024,12024,[15741],almond butter
12025,12025,[15742],21250 - cooked pork ham (efsa foodex2)
12026,12026,[15745],02990 - pancakes (efsa foodex2)
12027,12027,[15746],land snail
12028,12028,[15748],poppadum
12029,12029,[15749],43790 - spinach flavour (efsa foodex2)
12030,12030,[15751],vegetable drink base
12031,12031,[15752],fruit based gravy or sauce food product
12032,12032,[15754],sunset muskmallow plant
12033,12033,[15756],39240 - hot dog with bread (efsa foodex2)
12034,12034,[15757],blond ray
12035,12035,[15759],fruit jelly made with sulfite fruit
12036,12036,[15760],obsolete: swine meat food product
12037,12037,[15761],taffy hard
12038,12038,[15762],26750 - elk milk (efsa foodex2)
12039,12039,[15766],spice or flavor-producing plant
12040,12040,[15767],plum juice
12041,12041,[15768],whipped topping
